"seqName","subtype","Htype","Ntype","host","host2","accn","isName","place","country","region","continent","dateTxt","decDate","seg","segNumber","birdOrder","wildDom","shortLong","avHost3","avHost4","avHost5","beastNames","len"
"mixed_Avian_CY177294_A/mallard/California/1412/2013_USA_2013/07/23_3 (PA)","mixed","HX","NX","Avian","mallard","CY177294","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY177294_A/mallard/California/1412/2013|2013.556","2208"
"mixed_Avian_CY177295_A/mallard/California/1412/2013_USA_2013/07/23_2 (PB1)","mixed","HX","NX","Avian","mallard","CY177295","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY177295_A/mallard/California/1412/2013|2013.556","2304"
"mixed_Avian_CY177296_A/mallard/California/1412/2013_USA_2013/07/23_1 (PB2)","mixed","HX","NX","Avian","mallard","CY177296","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY177296_A/mallard/California/1412/2013|2013.556","2316"
"H5N5_Avian_CY177297_A/mallard/California/1413/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177297","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177297_A/mallard/California/1413/2013|2013.556","1742"
"H5N5_Avian_CY177298_A/mallard/California/1413/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177298","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177298_A/mallard/California/1413/2013|2013.556","1002"
"H5N5_Avian_CY177299_A/mallard/California/1413/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177299","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177299_A/mallard/California/1413/2013|2013.556","1444"
"H5N5_Avian_CY177300_A/mallard/California/1413/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177300","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177300_A/mallard/California/1413/2013|2013.556","1537"
"H5N5_Avian_CY177301_A/mallard/California/1413/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177301","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177301_A/mallard/California/1413/2013|2013.556","865"
"H5N5_Avian_CY177302_A/mallard/California/1413/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177302","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177302_A/mallard/California/1413/2013|2013.556","2208"
"H5N5_Avian_CY177303_A/mallard/California/1413/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177303","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177303_A/mallard/California/1413/2013|2013.556","2304"
"H5N5_Avian_CY177304_A/mallard/California/1413/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177304","A/mallard/California/1413/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177304_A/mallard/California/1413/2013|2013.556","2316"
"H5N5_Avian_CY177305_A/mallard/California/1426/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177305","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177305_A/mallard/California/1426/2013|2013.556","1742"
"H5N5_Avian_CY177306_A/mallard/California/1426/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177306","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177306_A/mallard/California/1426/2013|2013.556","1002"
"H5N5_Avian_CY177307_A/mallard/California/1426/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177307","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177307_A/mallard/California/1426/2013|2013.556","1444"
"H5N5_Avian_CY177308_A/mallard/California/1426/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177308","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177308_A/mallard/California/1426/2013|2013.556","1537"
"H5N5_Avian_CY177309_A/mallard/California/1426/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177309","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177309_A/mallard/California/1426/2013|2013.556","865"
"H5N5_Avian_CY177310_A/mallard/California/1426/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177310","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177310_A/mallard/California/1426/2013|2013.556","2208"
"H5N5_Avian_CY177311_A/mallard/California/1426/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177311","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177311_A/mallard/California/1426/2013|2013.556","2304"
"H5N5_Avian_CY177312_A/mallard/California/1426/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177312","A/mallard/California/1426/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177312_A/mallard/California/1426/2013|2013.556","2316"
"H5N5_Avian_CY177313_A/mallard/California/1433/2013_USA_2013/07/24_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177313","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177313_A/mallard/California/1433/2013|2013.559","1742"
"H5N5_Avian_CY177314_A/mallard/California/1433/2013_USA_2013/07/24_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177314","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177314_A/mallard/California/1433/2013|2013.559","1002"
"H5N5_Avian_CY177315_A/mallard/California/1433/2013_USA_2013/07/24_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177315","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177315_A/mallard/California/1433/2013|2013.559","1444"
"H5N5_Avian_CY177316_A/mallard/California/1433/2013_USA_2013/07/24_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177316","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177316_A/mallard/California/1433/2013|2013.559","1537"
"H5N5_Avian_CY177317_A/mallard/California/1433/2013_USA_2013/07/24_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177317","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177317_A/mallard/California/1433/2013|2013.559","865"
"H5N5_Avian_CY177318_A/mallard/California/1433/2013_USA_2013/07/24_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177318","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177318_A/mallard/California/1433/2013|2013.559","2208"
"H5N5_Avian_CY177319_A/mallard/California/1433/2013_USA_2013/07/24_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177319","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177319_A/mallard/California/1433/2013|2013.559","2304"
"H5N5_Avian_CY177320_A/mallard/California/1433/2013_USA_2013/07/24_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177320","A/mallard/California/1433/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177320_A/mallard/California/1433/2013|2013.559","2316"
"H5N5_Avian_CY177321_A/mallard/California/1434/2013_USA_2013/07/24_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177321","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177321_A/mallard/California/1434/2013|2013.559","1742"
"H5N5_Avian_CY177322_A/mallard/California/1434/2013_USA_2013/07/24_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177322","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177322_A/mallard/California/1434/2013|2013.559","1002"
"H5N5_Avian_CY177323_A/mallard/California/1434/2013_USA_2013/07/24_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177323","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177323_A/mallard/California/1434/2013|2013.559","1444"
"H5N5_Avian_CY177324_A/mallard/California/1434/2013_USA_2013/07/24_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177324","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177324_A/mallard/California/1434/2013|2013.559","1537"
"H5N5_Avian_CY177325_A/mallard/California/1434/2013_USA_2013/07/24_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177325","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177325_A/mallard/California/1434/2013|2013.559","865"
"H5N5_Avian_CY177326_A/mallard/California/1434/2013_USA_2013/07/24_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177326","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177326_A/mallard/California/1434/2013|2013.559","2208"
"H5N5_Avian_CY177327_A/mallard/California/1434/2013_USA_2013/07/24_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177327","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177327_A/mallard/California/1434/2013|2013.559","2304"
"H5N5_Avian_CY177328_A/mallard/California/1434/2013_USA_2013/07/24_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177328","A/mallard/California/1434/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177328_A/mallard/California/1434/2013|2013.559","2316"
"H5N5_Avian_CY177329_A/mallard/California/1435/2013_USA_2013/07/24_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177329","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177329_A/mallard/California/1435/2013|2013.559","1742"
"H5N5_Avian_CY177330_A/mallard/California/1435/2013_USA_2013/07/24_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177330","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177330_A/mallard/California/1435/2013|2013.559","1002"
"H5N5_Avian_CY177331_A/mallard/California/1435/2013_USA_2013/07/24_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177331","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177331_A/mallard/California/1435/2013|2013.559","1444"
"H5N5_Avian_CY177332_A/mallard/California/1435/2013_USA_2013/07/24_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177332","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177332_A/mallard/California/1435/2013|2013.559","1537"
"H5N5_Avian_CY177333_A/mallard/California/1435/2013_USA_2013/07/24_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177333","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177333_A/mallard/California/1435/2013|2013.559","865"
"H5N5_Avian_CY177334_A/mallard/California/1435/2013_USA_2013/07/24_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177334","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177334_A/mallard/California/1435/2013|2013.559","2208"
"H5N5_Avian_CY177335_A/mallard/California/1435/2013_USA_2013/07/24_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177335","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177335_A/mallard/California/1435/2013|2013.559","2304"
"H5N5_Avian_CY177336_A/mallard/California/1435/2013_USA_2013/07/24_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177336","A/mallard/California/1435/2013","California","USA","NorthernAmerica","America","2013/07/24","2013.55890410959","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177336_A/mallard/California/1435/2013|2013.559","2316"
"H5N5_Avian_CY177337_A/mallard/California/1478/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177337","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177337_A/mallard/California/1478/2013|2013.575","1742"
"H5N5_Avian_CY177338_A/mallard/California/1478/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177338","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177338_A/mallard/California/1478/2013|2013.575","1002"
"H5N5_Avian_CY177339_A/mallard/California/1478/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177339","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177339_A/mallard/California/1478/2013|2013.575","1444"
"H5N5_Avian_CY177340_A/mallard/California/1478/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177340","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177340_A/mallard/California/1478/2013|2013.575","1537"
"H5N5_Avian_CY177341_A/mallard/California/1478/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177341","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177341_A/mallard/California/1478/2013|2013.575","865"
"H5N5_Avian_CY177342_A/mallard/California/1478/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177342","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177342_A/mallard/California/1478/2013|2013.575","2208"
"H5N5_Avian_CY177343_A/mallard/California/1478/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177343","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177343_A/mallard/California/1478/2013|2013.575","2304"
"H5N5_Avian_CY177344_A/mallard/California/1478/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177344","A/mallard/California/1478/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177344_A/mallard/California/1478/2013|2013.575","2316"
"mixed,H4_Avian_CY176981_A/mallard/California/1479/2013_USA_2013/07/30_4 (HA)","mixed,H4","H4","NX","Avian","mallard","CY176981","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H4NX_Avian_CY176981_A/mallard/California/1479/2013|2013.575","1713"
"mixed,H5_Avian_CY176982_A/mallard/California/1479/2013_USA_2013/07/30_4 (HA)","mixed,H5","H5","NX","Avian","mallard","CY176982","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5NX_Avian_CY176982_A/mallard/California/1479/2013|2013.575","1696"
"mixed_Avian_CY176983_A/mallard/California/1479/2013_USA_2013/07/30_7 (MP)","mixed","HX","NX","Avian","mallard","CY176983","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY176983_A/mallard/California/1479/2013|2013.575","1002"
"mixed,N5_Avian_CY176984_A/mallard/California/1479/2013_USA_2013/07/30_6 (NA)","mixed,N5","HX","N5","Avian","mallard","CY176984","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXN5_Avian_CY176984_A/mallard/California/1479/2013|2013.575","1444"
"mixed_Avian_CY176985_A/mallard/California/1479/2013_USA_2013/07/30_5 (NP)","mixed","HX","NX","Avian","mallard","CY176985","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY176985_A/mallard/California/1479/2013|2013.575","1537"
"mixed_Avian_CY176986_A/mallard/California/1479/2013_USA_2013/07/30_8 (NS)","mixed","HX","NX","Avian","mallard","CY176986","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY176986_A/mallard/California/1479/2013|2013.575","865"
"mixed_Avian_CY176987_A/mallard/California/1479/2013_USA_2013/07/30_3 (PA)","mixed","HX","NX","Avian","mallard","CY176987","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY176987_A/mallard/California/1479/2013|2013.575","2208"
"mixed_Avian_CY176988_A/mallard/California/1479/2013_USA_2013/07/30_2 (PB1)","mixed","HX","NX","Avian","mallard","CY176988","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY176988_A/mallard/California/1479/2013|2013.575","2304"
"mixed_Avian_CY176989_A/mallard/California/1479/2013_USA_2013/07/30_1 (PB2)","mixed","HX","NX","Avian","mallard","CY176989","A/mallard/California/1479/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY176989_A/mallard/California/1479/2013|2013.575","2316"
"H5N5_Avian_CY177345_A/mallard/California/1480/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177345","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177345_A/mallard/California/1480/2013|2013.575","1742"
"H5N5_Avian_CY177346_A/mallard/California/1480/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177346","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177346_A/mallard/California/1480/2013|2013.575","1002"
"H5N5_Avian_CY177347_A/mallard/California/1480/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177347","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177347_A/mallard/California/1480/2013|2013.575","1444"
"H5N5_Avian_CY177348_A/mallard/California/1480/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177348","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177348_A/mallard/California/1480/2013|2013.575","1537"
"H5N5_Avian_CY177349_A/mallard/California/1480/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177349","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177349_A/mallard/California/1480/2013|2013.575","865"
"H5N5_Avian_CY177350_A/mallard/California/1480/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177350","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177350_A/mallard/California/1480/2013|2013.575","2208"
"H5N5_Avian_CY177351_A/mallard/California/1480/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177351","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177351_A/mallard/California/1480/2013|2013.575","2304"
"H5N5_Avian_CY177352_A/mallard/California/1480/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177352","A/mallard/California/1480/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177352_A/mallard/California/1480/2013|2013.575","2316"
"H5N5_Avian_CY177353_A/mallard/California/1481/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177353","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177353_A/mallard/California/1481/2013|2013.575","1742"
"H5N5_Avian_CY177354_A/mallard/California/1481/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177354","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177354_A/mallard/California/1481/2013|2013.575","1002"
"H5N5_Avian_CY177355_A/mallard/California/1481/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177355","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177355_A/mallard/California/1481/2013|2013.575","1444"
